Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,CELLHEX,NODEHEX,LACHEX,RAWCELLID,NRxRSRP,NRxRSRQ
2019.12.03_09.19.21,-8.482086,51.900862,0,B,13,5G,-79,-13,0.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-13.0
2019.12.03_09.19.22,-8.482086,51.900862,0,B,13,5G,-79,-13,0.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-13.0
2019.12.03_09.19.24,-8.482086,51.900862,0,B,13,5G,-80,-10,2.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.19.25,-8.482086,51.900862,0,B,13,5G,-80,-10,2.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.19.26,-8.482086,51.900862,0,B,13,5G,-80,-10,4.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.19.27,-8.482086,51.900862,0,B,13,5G,-80,-10,4.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.19.28,-8.482086,51.900862,0,B,13,5G,-83,-11,2.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-11.0
2019.12.03_09.19.29,-8.482086,51.900862,0,B,13,5G,-83,-11,2.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-11.0
2019.12.03_09.19.30,-8.482086,51.900862,0,B,13,5G,-80,-9,3.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.19.31,-8.482086,51.900862,0,B,13,5G,-80,-9,3.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.19.32,-8.482086,51.900862,0,B,13,5G,-80,-11,1.0,15,-71,2,4,D,,,,,,D,A992,9CBA,11112973,-81.0,-10.0
2019.12.03_09.19.33,-8.482086,51.900862,0,B,13,5G,-80,-11,1.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-10.0
2019.12.03_09.19.34,-8.482086,51.900862,0,B,13,5G,-79,-11,3.0,15,-71,2,4,D,,,,,,D,A992,9CBA,11112973,-81.0,-10.0
2019.12.03_09.19.35,-8.482086,51.900862,0,B,13,5G,-79,-11,3.0,15,-71,15,26,D,,,,,,D,A992,9CBA,11112973,-81.0,-10.0
2019.12.03_09.19.37,-8.482086,51.900862,0,B,13,5G,-79,-10,1.0,15,-71,2,4,D,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.19.38,-8.482086,51.900862,0,B,13,5G,-79,-10,1.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.19.39,-8.482086,51.900862,0,B,13,5G,-79,-10,1.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.19.40,-8.482086,51.900862,0,B,13,5G,-79,-10,1.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.19.41,-8.482086,51.900862,0,B,13,5G,-80,-10,2.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-11.0
2019.12.03_09.19.42,-8.482086,51.900862,0,B,13,5G,-80,-10,2.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-11.0
2019.12.03_09.19.43,-8.482086,51.900862,0,B,13,5G,-80,-11,-6.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-11.0
